word,type,level,中文解釋
laboratory/lab,n.,4,
lag,v./n.,4,
landmark,n.,4,
landscape,n./v.,4,
landslide/mudslide,n.,4,
largely,adv.,4,
lately,adv.,4,
launch,v./n.,4,
lawful,adj.,4,
lead(2),n.,4,
lean(1),v.,4,
lean(2),adj.,4,
learned,adj.,4,
learning,n.,4,
lecture,n./v.,4,
lecturer,n.,4,
legend,n.,4,
leisurely,adj./adv.,4,
license,n./v.,4,
lighten,v.,4,
limitation,n.,4,
liquor,n.,4,
literary,adj.,4,
literature,n.,4,
loan,n./v.,4,
location,n.,4,
locker,n.,4,
logic,n.,4,
logical,adj.,4,
lotion,n.,4,
lousy,adj.,4,
loyal,adj.,4,
loyalty,n.,4,
lunar,adj.,4,
luxurious,adj.,4,
luxury,n.,4,
machinery,n.,4,
madam/ma’am,n.,4,
magnetic,adj.,4,
magnificent,adj.,4,
makeup(1),n.,4,
makeup(2),n.,4,
manual,adj./n.,4,
manufacture,v./n.,4,
manufacturer,n.,4,
marathon,n.,4,
margin,n.,4,
maturity,n.,4,
maximum,n./adj.,4,
measure(s)(2),n.,4,
mechanic,n.,4,
mechanical,adj.,4,
memorable,adj.,4,
memorial,adj./n.,4,
mercy,n.,4,
mere,adj.,4,
merit,n.,4,
messenger,n.,4,
messy,adj.,4,
microscope,n.,4,
mild,adj.,4,
mineral,n.,4,
minimum,n./adj.,4,
minister,n.,4,
ministry,n.,4,
mischief,n.,4,
miserable,adj.,4,
misfortune,n.,4,
mislead,v.,4,
misunderstand,v.,4,
moderate,adj.,4,
modest,adj.,4,
modesty,n.,4,
monitor,n./v.,4,
monthly,adj./adv./n.,4,
monument,n.,4,
moreover,adv.,4,
mostly,adv.,4,
motivate,v.,4,
motivation,n.,4,
mountainous,adj.,4,
mow,v.,4,
MTV/music television,n.,4,
muddy,adj.,4,
multiple,adj.,4,
murderer,n.,4,
murmur,v./n.,4,
mustache,n.,4,
mutual,adj.,4,
mysterious,adj.,4,
namely,adv.,4,
nationality,n.,4,
nearsighted,adj.,4,
needy,adj.,4,
neglect,v./n.,4,
negotiate,v.,4,
nevertheless/nonetheless,adv.,4,
nightmare,n.,4,
nonsense,n.,4,
noun,n.,4,
nowadays,adv.,4,
nuclear,adj.,4,
numerous,adj.,4,
nursery,n.,4,
nylon,n.,4,
obedience,n.,4,
obedient,adj.,4,
objection,n.,4,
objective(1),adj.,4,
objective(2),n.,4,
observation,n.,4,
obstacle,n.,4,
obtain,v.,4,
occasional,adj.,4,
occupation,n.,4,
occupy,v.,4,
offend,v.,4,
offense,n.,4,
offensive,adj.,4,
opera,n.,4,
operation,n.,4,
oppose,v.,4,
oral,adj./n.,4,
orbit,n./v.,4,
orchestra,n.,4,
organic,adj.,4,
otherwise,adv.,4,
outcome,n.,4,
outstanding,adj.,4,
oval,adj./n.,4,
overcome,v.,4,
overlook,v.,4,
overnight,adv./adj.,4,
overtake,v.,4,
overthrow,v.,4,
oxygen,n.,4,
pace,n./v.,4,
panel,n.,4,
parachute,n./v.,4,
paragraph,n.,4,
partial,adj.,4,
participation,n.,4,
participle,n.,4,
partnership,n.,4,
passive,adj.,4,
pasta,n.,4,
pebble,n.,4,
peculiar,adj.,4,
pedal,n./v.,4,
peer(1),n.,4,
peer(2),v.,4,
penalty,n.,4,
percent/percent,n.,4,
percentage,n.,4,
perfection,n.,4,
perfume,n./v.,4,
permanent,adj.,4,
persuasion,n.,4,
persuasive,adj.,4,
pessimistic,adj.,4,
petal,n.,4,
phenomenon,n.,4,
philosopher,n.,4,
philosophical,adj.,4,
philosophy,n.,4,
photography,n.,4,
physical,adj.,4,
physician/doctor,n.,4,
physicist,n.,4,
physics,n.,4,
pianist,n.,4,
pickpocket,n.,4,
pioneer,n./v.,4,
pirate,n./v.,4,
plentiful,adj.,4,
plot,n./v.,4,
plural,adj./n.,4,
p.m./pm/P.M./PM,adv.,4,
poisonous,adj.,4,
polish,v./n.,4,
pollution,n.,4,
popularity,n.,4,
portable,adj.,4,
porter,n.,4,
portray,v.,4,
possess,v.,4,
possession,n.,4,
precise,adj.,4,
predict,v.,4,
preferable,adj.,4,
pregnancy,n.,4,
pregnant,adj.,4,
preposition,n.,4,
presentation,n.,4,
preservation,n.,4,
preserve,v.,4,
prevention,n.,4,
prime,adj./n.,4,
primitive,adj.,4,
privacy,n.,4,
privilege,n./v.,4,
procedure,n.,4,
proceed,v.,4,
production,n.,4,
productive,adj.,4,
profession,n.,4,
professional,adj./n.,4,
professor,n.,4,
profitable,adj.,4,
prominent,adj.,4,
promising,adj.,4,
promotion,n.,4,
prompt(1),adj.,4,
prompt(2),v./n.,4,
pronoun,n.,4,
pronunciation,n.,4,
prosper,v.,4,
prosperity,n.,4,
prosperous,adj.,4,
protein,n.,4,
protest,n./v.,4,
proverb,n.,4,
psychological,adj.,4,
psychologist,n.,4,
psychology,n.,4,
publication,n.,4,
publicity,n.,4,
publish,v.,4,
publisher,n.,4,
pursuit,n.,4,
quake,v./n.,4,
quilt,n./v.,4,
quotation,n.,4,
rage,n./v.,4,
rainfall,n.,4,
realistic,adj.,4,
rebel(1),n.,4,
rebel(2)/revolt,v.,4,
recall,v./n.,4,
reception,n.,4,
recipe,n.,4,
recite,v.,4,
recognition,n.,4,
recovery,n.,4,
recreation,n.,4,
recycle,v.,4,
reduction,n.,4,
refer,v.,4,
reference,n.,4,
reflect,v.,4,
reflection,n.,4,
reform,v./n.,4,
refresh(ment),v./(n.),4,
refugee,n.,4,
refusal,n.,4,
regarding,prep.,4,
register,v./n.,4,
registration,n.,4,
regulate,v.,4,
regulation,n.,4,
rejection,n.,4,
relative(1),adj.,4,
relative(2),n.,4,
relaxation,n.,4,
relieve,v.,4,
reluctant,adj.,4,
remark,v./n.,4,
remarkable,adj.,4,
remedy,n./v.,4,
repetition,n.,4,
representation,n.,4,
reputation,n.,4,
rescue,v./n.,4,
research,n./v.,4,
researcher,n.,4,
resemble,v.,4,
reservation,n.,4,
resign,v.,4,
resignation,n.,4,
resistance,n.,4,
resolution,n.,4,
resolve,v./n.,4,
respectable,adj.,4,
respectful,adj.,4,
restore,v.,4,
restriction,n.,4,
retain,v.,4,
retire(ment),v./(n.),4,
retreat,v./n.,4,
reunion,n.,4,
revenge,n./v.,4,
revise,v.,4,
revision,n.,4,
revolution,n.,4,
revolutionary,adj./n.,4,
reward,n./v.,4,
rhyme,n./v.,4,
rhythm,n.,4,
romance,n.,4,
roughly,adv.,4,
route,n./v.,4,
ruin,v./n.,4,
rural,adj.,4,
sacrifice,n./v.,4,
salary,n./v.,4,
salesperson/salesman/saleswoman,n.,4,
satellite,n.,4,
satisfaction,n.,4,
scarcely,adv.,4,
scenery,n.,4,
scold,v./n.,4,
scratch,v./n.,4,
screwdriver,n.,4,
sculpture,n./v.,4,
seagull/gull,n.,4,
senior,adj./n.,4,
settler,n.,4,
severe,adj.,4,
shameful,adj.,4,
shaver,n.,4,
shelter,n./v.,4,
shift,v./n.,4,
shortsighted,adj.,4,
shrug,v./n.,4,
shuttle,n./v.,4,
sightseeing,n.,4,
signature,n.,4,
significance,n.,4,
sincerity,n.,4,
singular,adj./n.,4,
site,n./v.,4,
sketch,n./v.,4,
sledge/sled,n./v.,4,
sleigh,n./v.,4,
slight,adj./v./n.,4,
slogan,n.,4,
smog,n.,4,
sneeze,v./n.,4,
sob,v./n.,4,
socket,n.,4,
software,n.,4,
solar,adj.,4,
sophomore,n.,4,
sorrowful,adj.,4,
souvenir,n.,4,
spare,adj./n./v.,4,
spark,n./v.,4,
sparkle,v./n.,4,
sparrow,n.,4,
spear,n./v.,4,
species,n.,4,
spicy,adj.,4,
spiritual,adj.,4,
splendid,adj.,4,
split,v./n.,4,
sportsman/sportswoman,n.,4,
sportsmanship,n.,4,
status,n.,4,
stem,n./v.,4,
stingy,adj.,4,
strengthen,v.,4,
strive,v.,4,
stroke(1),n.,4,
stroke(2),v.,4,
submarine,n./adj.,4,
suggestion,n.,4,
summarize,v.,4,
surf,n./v.,4,
surgeon,n.,4,
surgery,n.,4,
surrender,v./n.,4,
surroundings,n.,4,
suspicious,adj.,4,
sway,v./n.,4,
syllable,n.,4,
sympathetic,adj.,4,
sympathy,n.,4,
symphony,n.,4,
syrup,n.,4,
systematic,adj.,4,
tap(2),v./n.,4,
technician,n.,4,
technological,adj.,4,
telegram,n.,4,
telegraph,n./v.,4,
telescope,n.,4,
tendency,n.,4,
tense,adj./v.,4,
tension,n.,4,
terrify,v.,4,
terror,n.,4,
theme,n.,4,
thorough,adj.,4,
thoughtful,adj.,4,
timid,adj.,4,
tiresome,adj.,4,
tolerable,adj.,4,
tolerance,n.,4,
tolerant,adj.,4,
tolerate,v.,4,
tomb,n.,4,
tough,adj.,4,
tragedy,n.,4,
tragic,adj.,4,
transfer,v./n.,4,
transform,v.,4,
translate,v.,4,
translation,n.,4,
translator,n.,4,
transportation,n.,4,
tremendous,adj.,4,
tribal,adj.,4,
triumph,n./v.,4,
troublesome,adj.,4,
tug-of-war,n.,4,
twinkle,v./n.,4,
typist,n.,4,
underpass,n.,4,
unique,adj./n.,4,
universal,adj./n.,4,
university,n.,4,
upload,v.,4,
urban,adj.,4,
urge,v./n.,4,
urgent,adj.,4,
usage,n.,4,
vain,adj.,4,
vast,adj.,4,
vegetarian,n.,4,
verb,n.,4,
very(2),adj.,4,
vessel,n.,4,
vinegar,n.,4,
violate,v.,4,
violation,n.,4,
virgin,n./adj.,4,
virtue,n.,4,
virus,n.,4,
visual,adj.,4,
vital,adj.,4,
volcano,n.,4,
voluntary,adj.,4,
volunteer,n./v.,4,
vowel,n.,4,
voyage,n./v.,4,
walnut,n.,4,
website,n.,4,
weekly,adj./adv./n.,4,
welfare,n.,4,
wit,n.,4,
witch/wizard,n.,4,
withdraw,v.,4,
witness,n./v.,4,
wreck,n./v.,4,
wrinkle,n./v.,4,
yearly,adj./adv.,4,
yogurt,n.,4,
youthful,adj.,4,
abide,v.,5,
abolish,v.,5,
abortion,n.,5,
abrupt,adj.,5,
absurd,adj.,5,
abundant,adj.,5,
academy,n.,5,
accustom,v.,5,
ace,n./adj.,5,
acknowledge(ment),v./(n.),5,
acne,n.,5,
admiral,n.,5,
adolescence,n.,5,
adolescent,adj./n.,5,
adore,v.,5,
adulthood,n.,5,
advertiser,n.,5,
affection,n.,5,
agenda,n.,5,
agony,n.,5,
agricultural,adj.,5,
AI/artificial intelligence,n.,5,
airtight,adj.,5,
airway,n.,5,
aisle,n.,5,
algebra,n.,5,
alien,adj./n.,5,
allergic,adj.,5,
allergy,n.,5,
alligator,n.,5,
ally,n./v.,5,
alter,v.,5,
alternate,v./adj./n.,5,
altitude,n.,5,
ample,adj.,5,
anchor,n./v.,5,
anthem,n.,5,
antique,n./adj.,5,
applaud,v.,5,
applause,n.,5,
apt,adj.,5,
architect,n.,5,
architecture,n.,5,
arena,n.,5,
armor,n./v.,5,
ascend,v.,5,
ass,n.,5,
assault,n./v.,5,
asset,n.,5,
astonish(ment),v./(n.),5,
astray,adv./adj.,5,
astronaut,n.,5,
astronomer,n.,5,
astronomy,n.,5,
attendance,n.,5,
auditorium,n.,5,
auxiliary,n.,5,
awe,n./v.,5,
awhile,adv.,5,
bachelor,n.,5,
backbone,n.,5,
badge,n.,5,
ballot,n./v.,5,
ban,v./n.,5,
bandit,n.,5,
banner,n.,5,
banquet,n./v.,5,
barbarian,n./adj.,5,
barbershop,n.,5,
barefoot,adj./adv.,5,
barren,adj.,5,
bass,n./adj.,5,
batch,n.,5,
batter,v./n.,5,
bazaar,n.,5,
beautify,v.,5,
beforehand,adv.,5,
behalf,n.,5,
belongings,n.,5,
beloved,adj./n.,5,
beneficial,adj.,5,
beware,v.,5,
bid,v./n.,5,
blacksmith,n.,5,
blast,n./v.,5,
blaze,v./n.,5,
bleach,v./n.,5,
blizzard,n.,5,
blond/blonde,adj./n.,5,
blot/stain,n./v.,5,
blues,n.,5,
blur,v./n.,5,
bodily,adj./adv.,5,
bodyguard,n.,5,
bog,n./v.,5,
bolt,n./v.,5,
bonus,n.,5,
boom,n./v.,5,
booth,n.,5,
boredom,n.,5,
bosom,n.,5,
botany,n.,5,
boulevard,n.,5,
bound,v./n.,5,
boundary,n.,5,
bowel,n.,5,
boxer,n.,5,
boxing,n.,5,
boyhood,n.,5,
brace,n./v.,5,
braid,n./v.,5,
breadth,n.,5,
bribe,v./n.,5,
briefcase,n.,5,
broaden,v.,5,
bronze,n./adj.,5,
brooch,n.,5,
brood,n./v.,5,
broth,n.,5,
brotherhood,n.,5,
browse,v./n.,5,
bruise,n./v.,5,
bulge,n./v.,5,
bulk,n.,5,
bully,n./v.,5,
bureau,n.,5,
butcher,n./v.,5,
cactus,n.,5,
calf(1),n.,5,
calf(2),n.,5,
calligraphy,n.,5,
canal,n.,5,
cannon,n./v.,5,
carbon,n.,5,
cardboard,n.,5,
carefree,adj.,5,
caretaker,n.,5,
carnation,n.,5,
carnival,n.,5,
carp,n.,5,
carton,n.,5,
category,n.,5,
cathedral,n.,5,
caution,n./v.,5,
cautious,adj.,5,
celebrity,n.,5,
celery,n.,5,
cellar,n./v.,5,
cello,n.,5,
cell-phone/cellphone/cellular phone/mobile phone,n.,5,
Celsius/Centigrade/centigrade,n.,5,
ceremony,n.,5,
certificate,n./v.,5,
chairperson/chair/chairman/chairwoman,n.,5,
chant,n./v.,5,
chatter,v./n.,5,
checkbook,n.,5,
check-in,n.,5,
check-out,n.,5,
checkup,n.,5,
chef,n.,5,
chemist,n.,5,
chestnut,n./adj.,5,
chili,n.,5,
chimpanzee,n.,5,
choir,n.,5,
chord,n.,5,
chubby,adj.,5,
circuit,n.,5,
cite,v.,5,
civic,adj.,5,
clam,n.,5,
clan,n.,5,
clasp,n./v.,5,
clause,n.,5,
cling,v.,5,
clockwise,adv./adj.,5,
clover,n.,5,
cluster,n./v.,5,
clutch,v./n.,5,
coastline,n.,5,
cocoon,n./v.,5,
coil,n./v.,5,
colleague,n.,5,
colonel,n.,5,
colonial,adj./n.,5,
combat,n./v.,5,
comedian,n.,5,
comet,n.,5,
commentator,n.,5,
commission,n./v.,5,
commodity,n.,5,
commonplace,adj./n.,5,
communism,n.,5,
communist,n./adj.,5,
commute,v.,5,
commuter,n.,5,
compact,adj./v./n.,5,
compass,n./v.,5,
compassion,n.,5,
compassionate,adj.,5,
compel,v.,5,
compliment,n./v.,5,
compound,n./adj./v.,5,
comprehend,v.,5,
comprehension,n.,5,
compromise,n./v.,5,
compute,v.,5,
computerize,v.,5,
comrade,n.,5,
conceal,v.,5,
conceive,v.,5,
condemn,v.,5,
conduct,n./v.,5,
confession,n.,5,
confront,v.,5,
consent,v./n.,5,
conserve,v./n.,5,
considerate,adj.,5,
console,v./n.,5,
constitutional,adj./n.,5,
contagious,adj.,5,
contaminate,v.,5,
contemplate,v.,5,
contemporary,adj./n.,5,
contempt,n.,5,
contend,v.,5,
continental,adj.,5,
continuity,n.,5,
convert,v.,5,
convict,v./n.,5,
copyright,n./v.,5,
coral,n./adj.,5,
corporation,n.,5,
correspondence,n.,5,
corridor,n.,5,
corrupt,adj./v.,5,
counsel,n./v.,5,
counselor,n.,5,
counterclockwise,adv./adj.,5,
coupon,n.,5,
courtyard,n.,5,
cowardly,adj.,5,
cozy,adj.,5,
cracker,n.,5,
crater,n./v.,5,
creak,n./v.,5,
creek,n.,5,
crib,n./v.,5,
crocodile,n.,5,
crossing,n.,5,
crouch,v./n.,5,
crunch,v./n.,5,
crystal,n./adj.,5,
cuisine,n.,5,
curb,n./v.,5,
currency,n.,5,
curriculum,n.,5,
curry,n./v.,5,
customs,n.,5,
dart,n./v.,5,
dazzle,v./n.,5,
decay,v./n.,5,
deceive,v.,5,
declaration,n.,5,
delegate,n./v.,5,
delegation,n.,5,
democrat,n.,5,
denial,n.,5,
descriptive,adj.,5,
despair,n./v.,5,
despise,v.,5,
destination,n.,5,
destiny,n.,5,
destructive,adj.,5,
detergent,n.,5,
devotion,n.,5,
devour,v.,5,
dialect,n.,5,
disbelief,n.,5,
discard,v./n.,5,
disciple,n.,5,
discriminate,v.,5,
dispense,v.,5,
dispose,v.,5,
distinction,n.,5,
distinctive,adj.,5,
distress,n./v.,5,
document,n./v.,5,
doorstep,n.,5,
doorway,n.,5,
dormitory,n.,5,
dough,n.,5,
downward,adj.,5,
downward(s),adv.,5,
drape,v./n.,5,
dreadful,adj.,5,
dresser,n.,5,
dressing,n.,5,
driveway,n.,5,
duration,n.,5,
dusk,n.,5,
dwarf,n./v.,5,
dwell,v.,5,
dwelling,n.,5,
eclipse,n./v.,5,
eel,n.,5,
ego,n.,5,
elaborate,adj./v.,5,
elevate,v.,5,
embrace,v./n.,5,
endeavor,v./n.,5,
enroll(ment),v./(n.),5,
ensure/insure,v.,5,
enterprise,n.,5,
enthusiastic,adj.,5,
entitle,v.,5,
equate,v.,5,
erect,adj./v.,5,
erupt,v.,5,
escort,n./v.,5,
estate,n.,5,
esteem,v./n.,5,
eternal,adj.,5,
ethic(s),n.,5,
evergreen,adj./n.,5,
exaggeration,n.,5,
exceed,v.,5,
excel,v.,5,
exceptional,adj.,5,
excess,n./adj.,5,
exclaim,v.,5,
exclude,v.,5,
execute,v.,5,
executive,n./adj.,5,
exile,n./v.,5,
extension,n.,5,
extensive,adj.,5,
exterior,adj./n.,5,
external,adj./n.,5,
extinct,adj.,5,
extraordinary,adj.,5,
eyelash/lash,n.,5,
eyelid,n.,5,
fabric,n.,5,
fad,n.,5,
Fahrenheit,n.,5,
falter,v.,5,
fascinate,v.,5,
fatigue,n./v.,5,
federal,adj.,5,
feeble,adj.,5,
feminine,adj./n.,5,
fertilizer,n.,5,
fiancé/fiancée,n.,5,
fiber,n.,5,
fiddle,n./v.,5,
filter,n./v.,5,
fin,n.,5,
fishery,n.,5,
flake,n./v.,5,
flap,v./n.,5,
flaw,n./v.,5,
flick,n./v.,5,
flip,v./n.,5,
flourish,v./n.,5,
fluency,n.,5,
foe,n.,5,
foil,n.,5,
folklore,n.,5,
forgetful,adj.,5,
format,n./v.,5,
foul,adj./n./adv./v.,5,
fowl,n.,5,
fraction,n.,5,
framework,n.,5,
frantic,adj.,5,
freight,n./v.,5,
frontier,n.,5,
fume,n./v.,5,
fury,n.,5,
fuse,v./n.,5,
fuss,n./v.,5,
gallop,n./v.,5,
garment,n.,5,
gasp,v./n.,5,
gathering,n.,5,
gay,adj./n.,5,
gender,n.,5,
geographical,adj.,5,
geometry,n.,5,
glacier,n.,5,
glare,v./n.,5,
gleam,n./v.,5,
glee,n.,5,
glitter,v./n.,5,
gloom,n./v.,5,
gnaw,v.,5,
gobble,v.,5,
gorge(1),n.,5,
gorge(2),v.,5,
gorgeous,adj.,5,
gorilla,n.,5,
gospel,n.,5,
grant,v./n.,5,
gravity,n.,5,
graze,v.,5,
grease,n./v.,5,
greed,n.,5,
grim,adj.,5,
grip,v./n.,5,
groan,v./n.,5,
gross,adj./v./n.,5,
growl,v./n.,5,
grumble,v./n.,5,
guideline,n.,5,
gulp,v./n.,5,
gust,n./v.,5,
gut(s),n./v.,5,
gypsy,n.,5,
hail(1),n./v.,5,
hairstyle/hairdo,n.,5,
handicap,n./v.,5,
handicraft,n.,5,
hardy,adj.,5,
harness,n./v.,5,
haul,v./n.,5,
haunt,v./n.,5,
hearty,adj.,5,
heavenly,adj.,5,
hedge,n./v.,5,
heed,v./n.,5,
heighten,v.,5,
heir,n.,5,
hence,adv.,5,
herald,n./v.,5,
herb,n.,5,
hermit,n.,5,
heroic,adj./n.,5,
heterosexual,adj./n.,5,
hi-fi/high fidelity,n.,5,
hijack,v./n.,5,
hiss,v./n.,5,
hoarse,adj.,5,
hockey,n.,5,
homosexual,adj./n.,5,
honk,n./v.,5,
hood,n./v.,5,
hoof,n.,5,
horizontal,adj./n.,5,
hostage,n.,5,
hostile,adj.,5,
hound,n./v.,5,
housing,n.,5,
hover,v./n.,5,
howl,n./v.,5,
hurl,v./n.,5,
hymn,n./v.,5,
idiot,n.,5,
immense,adj.,5,
imperial,adj.,5,
impose,v.,5,
impulse,n.,5,
incense,n./v.,5,
index,n./v.,5,
indifference,n.,5,
indifferent,adj.,5,
indignant,adj.,5,
indispensable,adj.,5,
induce,v.,5,
indulge,v.,5,
infinite,adj.,5,
inherit,v.,5,
initiate,v./n./adj.,5,
inland,adj./n./adv.,5,
innumerable,adj.,5,
inquire,v.,5,
institute,n./v.,5,
insure,v.,5,
intent,n./adj.,5,
interference,n.,5,
interior,adj./n.,5,
interpretation,n.,5,
interpreter,n.,5,
intuition,n.,5,
inward,adj./adv.,5,
inward(s),adv.,5,
isle,n.,5,
issue,n./v.,5,
ivy,n.,5,
jack,n./v.,5,
jade,n.,5,
janitor,n.,5,
jasmine,n.,5,
jaywalk,v.,5,
jeer,v./n.,5,
jingle,n./v.,5,
jolly,adj./adv./v./n.,5,
journalism,n.,5,
journalist,n.,5,
jug,n./v.,5,
jury,n.,5,
justify,v.,5,
juvenile,adj./n.,5,
kin,n./adj.,5,
kindle,v.,5,
knowledgeable,adj.,5,
lad,n.,5,
lame,adj./v.,5,
landlady,n.,5,
landlord,n.,5,
laser,n.,5,
latitude,n.,5,
lawmaker,n.,5,
layer,n./v.,5,
league,n./v.,5,
legislation,n.,5,
lessen,v.,5,
lest,conj.,5,
lieutenant,n.,5,
lifelong,adj.,5,
likelihood,n.,5,
lime,n./v.,5,
limp,v./n.,5,
linger,v.,5,
livestock,n.,5,
lizard,n.,5,
locomotive,n./adj.,5,
locust,n.,5,
lodge,n./v.,5,
lofty,adj.,5,
logo,n.,5,
lonesome,adj.,5,
longitude,n.,5,
lotus,n.,5,
lottery,n.,5,
lumber,n./v.,5,
lump,n./v.,5,
magnify,v.,5,
maiden,n./adj.,5,
mainland,n.,5,
mainstream,n.,5,
maintenance,n.,5,
majestic,adj.,5,
majesty,n.,5,
mammal,n.,5,
manifest,v./adj.,5,
mansion,n.,5,
maple,n.,5,
marginal,adj.,5,
marine,adj./n.,5,
marshal,n.,5,
martial,adj.,5,
marvel,n./v.,5,
masculine,adj./n.,5,
mash,n./v.,5,
massage,n./v.,5,
massive,adj.,5,
masterpiece,n.,5,
mayonnaise,n.,5,
meantime,adv./n.,5,
mechanics,n.,5,
mediate,v.,5,
menace,n./v.,5,
mermaid,n.,5,
midst,prep./n.,5,
migrant,adj./n.,5,
mileage,n.,5,
milestone,n.,5,
mingle,v.,5,
minimal,adj.,5,
mint,n.,5,
miser,n.,5,
mistress,n.,5,
moan,n./v.,5,
mock,v./adj./n.,5,
mode,n.,5,
modernize,v.,5,
modify,v.,5,
mold(2),n.,5,
molecule,n.,5,
monarch,n.,5,
monstrous,adj.,5,
mortal,adj./n.,5,
moss,n./v.,5,
motherhood,n.,5,
motive,n.,5,
mound,n./v.,5,
mount,v./n.,5,
mourn,v.,5,
mower,n.,5,
mumble,v./n.,5,
muscular,adj.,5,
muse,n.,5,
mustard,n.,5,
mutter,v./n.,5,
mutton,n.,5,
myth,n.,5,
nag,v./n.,5,
naive,adj.,5,
nasty,adj.,5,
navigate,v.,5,
newscast,n.,5,
nibble,v./n.,5,
nickel,n./v.,5,
nightingale,n.,5,
nominate,v.,5,
nonetheless,adv.,5,
nonviolent,adj.,5,
nostril,n.,5,
notable,adj./n.,5,
noticeable,adj.,5,
notify,v.,5,
notion,n.,5,
novice,n.,5,
nowhere,adv./pron.,5,
nucleus,n.,5,
nude,adj./n.,5,
oar,n.,5,
oasis,n.,5,
oath,n.,5,
oatmeal,n.,5,
oblong,adj./n.,5,
observer,n.,5,
obstinate,adj.,5,
occurrence,n.,5,
octopus,n.,5,
odds,n.,5,
odor,n.,5,
olive,n./adj.,5,
opponent,n.,5,
optimism,n.,5,
orchard,n.,5,
organizer,n.,5,
orient,n./v.,5,
oriental,adj./n.,5,
ornament,n./v.,5,
orphanage,n.,5,
ostrich,n.,5,
ounce,n.,5,
outdo,v.,5,
outgoing,adj.,5,
output,n./v.,5,
outsider,n.,5,
outskirts,n.,5,
outward,adj.,5,
outward(s),adv.,5,
overall,adj./adv./n.,5,
overdo,v.,5,
overeat,v.,5,
overflow,v./n.,5,
overhear,v.,5,
oversleep,v.,5,
overwhelm,v.,5,
overwork,v./n.,5,
oyster,n.,5,
ozone,n.,5,
pacific,adj./n.,5,
packet,n.,5,
paddle,n./v.,5,
pane,n.,5,
paradox,n.,5,
parallel,adj./n./v.,5,
parlor,n.,5,
participant,n.,5,
particle,n.,5,
partly,adv.,5,
passionate,adj.,5,
pastime,n.,5,
pastry,n.,5,
patch,n./v.,5,
patent,n./adj./v.,5,
patriot,n.,5,
patrol,n./v.,5,
patron,n.,5,
peacock,n.,5,
peasant,n.,5,
peck,v./n.,5,
peddler,n.,5,
peek,v./n.,5,
peg,n./v.,5,
penetrate,v.,5,
perceive,v.,5,
perch,n./v.,5,
performer,n.,5,
peril,n./v.,5,
perish,v.,5,
permissible,adj.,5,
persist,v.,5,
personnel,n.,5,
pessimism,n.,5,
pier,n.,5,
pilgrim,n.,5,
pillar,n.,5,
pimple,n.,5,
pinch,v./n.,5,
piss,v./n.,5,
pistol,n./v.,5,
plague,n.,5,
plantation,n.,5,
playwright,n.,5,
plea,n.,5,
plead,v.,5,
pledge,n./v.,5,
plow,n./v.,5,
pluck,v./n.,5,
plunge,v./n.,5,
pocketbook,n.,5,
poetic,adj.,5,
poke,v./n.,5,
polar,adj.,5,
porch,n.,5,
potential,adj./n.,5,
poultry,n.,5,
prairie,n.,5,
preach,v.,5,
precaution,n.,5,
preference,n.,5,
prehistoric,adj.,5,
prevail,v.,5,
preview,n./v.,5,
prey,n./v.,5,
priceless,adj.,5,
prick,v./n.,5,
prior,adj./adv./n.,5,
priority,n.,5,
procession,n.,5,
profile,n./v.,5,
prolong,v.,5,
prop,n./v.,5,
prophet,n.,5,
proportion,n./v.,5,
prospect,n./v.,5,
province,n.,5,
prune(1),n.,5,
prune(2),v.,5,
publicize,v.,5,
puff,n./v.,5,
pulse,n./v.,5,
purchase,v./n.,5,
pyramid,n.,5,
quack,n./v.,5,
qualify,v.,5,
quart,n.,5,
quest,n.,5,
quiver,v./n.,5,
rack(1),n.,5,
rack(2),v.,5,
radish,n.,5,
radius,n.,5,
ragged,adj.,5,
rail,n.,5,
rally,n./v.,5,
ranch,n./v.,5,
rascal,n.,5,
ratio,n.,5,
rattle,v./n.,5,
realm,n.,5,
reap,v.,5,
rear,n./adj.,5,
reckless,adj.,5,
reckon,v.,5,
recommend,v.,5,
reef,n.,5,
reel,n./v.,5,
referee/umpire,n./v.,5,
refuge/sanctuary,n.,5,
refute,v.,5,
reign,v./n.,5,
rejoice,v.,5,
relic,n.,5,
reminder,n.,5,
repay,v.,5,
reproduce,v.,5,
reptile,n./adj.,5,
republican,adj./n.,5,
resent(ment),v./(n.),5,
reside,v.,5,
residence,n.,5,
resident,n./adj.,5,
resort,n./v.,5,
restrain,v.,5,
resume,v./n.,5,
retort,n./v.,5,
reverse,v./adj./n.,5,
revive,v.,5,
revolt,v./n.,5,
revolve,v.,5,
rhinoceros/rhino,n.,5,
rib,n./v.,5,
ridge,n./v.,5,
ridiculous,adj.,5,
rifle,n./v.,5,
rigid,adj.,5,
rim,n./v.,5,
rip,v./n.,5,
ripple,n./v.,5,
rival,n./v.,5,
roam,v./n.,5,
robin,n.,5,
robust,adj.,5,
rod,n.,5,
rubbish,n.,5,
rugged,adj.,5,
rumble,v./n.,5,
rustle,v./n.,5,
sacred,adj.,5,
saddle,n./v.,5,
saint,n./v.,5,
salmon,n./adj.,5,
salute,n./v.,5,
sandal,n.,5,
savage,adj./n./v.,5,
scan,v./n.,5,
scandal,n.,5,
scar,n./v.,5,
scent,n./v.,5,
scheme,n./v.,5,
scorn,n./v.,5,
scramble,v./n.,5,
